source_id,source_album,source_artist,source_score,source_year1,source_year2,target_id,target_album,target_artist,target_score,target_year1,target_year2,target_rank,cosine_sim,source_year_master,target_year_master,source_score_cut,target_score_cut
17060,obama basedgod,lil b,5.5,2012.0,,20373,ludaversal,ludacris,5.3,2015.0,,1,0.995290833325337,2012.0,2015.0,Bad,Bad
16957,no idols,"domo genesis, the alchemist",7.4,2012.0,,18708,mellowhigh,mellowhigh,6.8,2013.0,,1,0.9957812000812267,2012.0,2013.0,Good,Good
16951,showtime,king l,7.5,2012.0,,18831,drilluminati 2,king l,6.7,2013.0,,1,0.994525774772789,2012.0,2013.0,Good,Good
16870,c.a.r.,serengeti,7.6,2012.0,,21504,this unruly mess i've made,"macklemore, ryan lewis",5.1,2016.0,,2,0.9886429647452564,2012.0,2016.0,Good,Bad
16857,liquid swords: chess box deluxe edition,gza,10.0,2012.0,1995.0,13019,funcrusher plus,company flow,9.0,2009.0,,1,0.9832359853905598,1995.0,2009.0,Great,Great
16857,liquid swords: chess box deluxe edition,gza,10.0,2012.0,1995.0,5832,the green cd,non phixion,6.1,2004.0,,2,0.9830299541715403,1995.0,2004.0,Great,Bad
16883,reservation ep,angel haze,8.0,2012.0,,18733,the marshall mathers lp 2,eminem,4.7,2013.0,,1,0.9918703978572865,2012.0,2013.0,Great,Bad
16927,don't like,lil reese,7.4,2012.0,,17760,duflocka rant 2,waka flocka flame,7.1,2013.0,,1,0.9912428109193816,2012.0,2013.0,Good,Good
16927,don't like,lil reese,7.4,2012.0,,19645,tony,king louie,7.9,2014.0,,2,0.9908042559508541,2012.0,2014.0,Good,Great
16814,skelethon,aesop rock,8.2,2012.0,,21687,the impossible kid,aesop rock,8.2,2016.0,,1,0.9936788549814066,2012.0,2016.0,Great,Great
16797,write me back,r. kelly,6.5,2012.0,,22293,the divine feminine ,mac miller,7.8,2016.0,,2,0.9847565954792399,2012.0,2016.0,Bad,Great
16716,mysterious phonk: the chronicles of spaceghostpurrp,spaceghostpurrp,8.0,2012.0,,19325,the god complex,goldlink,7.9,2014.0,,2,0.9876575833319317,2012.0,2014.0,Great,Great
16694,hope in dirt city,cadence weapon,6.0,2012.0,,19477,dark comedy,open mike eagle,8.0,2014.0,,2,0.9912464910023084,2012.0,2014.0,Bad,Great
16784,control system,ab-soul,8.1,2012.0,,19481,these days...,ab-soul,7.7,2014.0,,1,0.995355328315319,2012.0,2014.0,Great,Great
16784,control system,ab-soul,8.1,2012.0,,20661,at.long.last.a$ap,a$ap rocky,7.8,2015.0,,2,0.9941977112045807,2012.0,2015.0,Great,Great
16778,"sex, drugs & video games",david banner,4.9,2012.0,,18561,dedication 5,lil wayne,5.1,2013.0,,1,0.9941376116711081,2012.0,2013.0,Bad,Bad
16778,"sex, drugs & video games",david banner,4.9,2012.0,,21957,murder for hire 2,kevin gates,7.4,2016.0,,2,0.9937502947677465,2012.0,2016.0,Bad,Good
16614,dreamchasers 2,meek mill,7.4,2012.0,,19786,seen it all: the autobiography,jeezy,6.0,2014.0,,1,0.9964431566061018,2012.0,2014.0,Good,Bad
16557,dark york,le1f,7.4,2012.0,,17682,fly zone,le1f,7.8,2013.0,,1,0.9871274893489608,2012.0,2013.0,Good,Great
16557,dark york,le1f,7.4,2012.0,,21109,riot boi,le1f,7.5,2015.0,,2,0.9856531047577543,2012.0,2015.0,Good,Good
16552,51,kool a.d.,7.9,2012.0,,19272,word o.k.,kool a.d.,6.7,2014.0,,1,0.9946031268750224,2012.0,2014.0,Great,Good
16512,the money store,death grips,8.7,2012.0,,18362,albert einstein,"prodigy, the alchemist",8.2,2013.0,,1,0.9876923483106422,2012.0,2013.0,Great,Great
16487,savage journey to the american dream,stalley,6.2,2012.0,,19297,good to be home,blu,6.5,2014.0,,1,0.9931672406240579,2012.0,2014.0,Bad,Bad
16487,savage journey to the american dream,stalley,6.2,2012.0,,20762,lucky 7,statik selektah,5.0,2015.0,,2,0.9918507056898102,2012.0,2015.0,Bad,Bad
16497,back from the dead,chief keef,7.9,2012.0,,19645,tony,king louie,7.9,2014.0,,1,0.9844189347861036,2012.0,2014.0,Great,Great
16497,back from the dead,chief keef,7.9,2012.0,,20176,no one is $afe,trinidad james,5.5,2015.0,,2,0.9820473267358297,2012.0,2015.0,Great,Bad
16484,no1 2 look up 2,big baby gandhi,5.5,2012.0,,19272,word o.k.,kool a.d.,6.7,2014.0,,1,0.99234868714809,2012.0,2014.0,Bad,Good
16484,no1 2 look up 2,big baby gandhi,5.5,2012.0,,20762,lucky 7,statik selektah,5.0,2015.0,,2,0.9921844723447388,2012.0,2015.0,Bad,Bad
16447,grief pedigree,ka,7.7,2012.0,,20043,a better tomorrow,wu-tang clan,5.9,2014.0,,1,0.9910552693441599,2012.0,2014.0,Great,Bad
16421,the of tape vol. 2,odd future wolf gang kill them all,7.5,2012.0,,20186,sorry 4 the wait 2,lil wayne,6.4,2015.0,,2,0.994512714164104,2012.0,2015.0,Good,Bad
16414,god's father,lil b,8.0,2012.0,,18561,dedication 5,lil wayne,5.1,2013.0,,2,0.9939794435000342,2012.0,2013.0,Great,Bad
16393,bogota rich: the prequel,gunplay,7.6,2012.0,,18930,piata,"madlib, freddie gibbs",8.0,2014.0,,1,0.9933192194643984,2012.0,2014.0,Good,Great
16375,4eva n a day,big k.r.i.t.,6.8,2012.0,,17772,the ascent,wiley,6.2,2013.0,,1,0.9879266559351564,2012.0,2013.0,Good,Bad
16367,careless world: rise of the last king,tyga,6.7,2012.0,,17588,born sinner,j. cole,6.0,2013.0,,1,0.9931395860787803,2012.0,2013.0,Good,Bad
16355,untitled ep,hodgy,6.7,2012.0,,20300,dena tape 2,hodgy,5.7,2015.0,,1,0.9949103214056468,2012.0,2015.0,Good,Bad
16355,untitled ep,hodgy,6.7,2012.0,,19612,insa,mellowhype,6.6,2014.0,,2,0.9947206928895611,2012.0,2014.0,Good,Good
16280,trap back,gucci mane,7.8,2012.0,,17761,new jet city,curren$y,6.9,2013.0,,2,0.9913623590808589,2012.0,2013.0,Great,Good
16290,white flame,lil b,6.3,2012.0,,21392,thugged out pissed off,lil b,6.3,2016.0,,2,0.9922597981595975,2012.0,2016.0,Bad,Bad
16270,ten$ion,die antwoord,4.2,2012.0,,21976,suck on this,die antwoord,5.0,2016.0,,1,0.9815503630603576,2012.0,2016.0,Bad,Bad
16270,ten$ion,die antwoord,4.2,2012.0,,18309,beach house 2,ty dolla $ign,6.7,2013.0,,2,0.9661766285976309,2012.0,2013.0,Bad,Good
16266,live from the kitchen,yo gotti,5.6,2012.0,,18561,dedication 5,lil wayne,5.1,2013.0,,2,0.9923209210008559,2012.0,2013.0,Bad,Bad
16216,habits & contradictions,schoolboy q,8.4,2012.0,,18561,dedication 5,lil wayne,5.1,2013.0,,1,0.9955018257049653,2012.0,2013.0,Great,Bad
16216,habits & contradictions,schoolboy q,8.4,2012.0,,18930,piata,"madlib, freddie gibbs",8.0,2014.0,,2,0.9944560354656926,2012.0,2014.0,Great,Great
16177,blue dream & lean,juicy j,5.7,2011.0,,16174,fuck da city up,t.i.,7.1,2012.0,,1,0.9928594545721515,2011.0,2012.0,Bad,Good
16177,blue dream & lean,juicy j,5.7,2011.0,,20810,dirty sprite 2,future,8.4,2015.0,,2,0.9927419016066171,2011.0,2015.0,Bad,Great
16170,unexpected victory,raekwon,6.0,2012.0,,19297,good to be home,blu,6.5,2014.0,,1,0.9946161995890577,2012.0,2014.0,Bad,Bad
16170,unexpected victory,raekwon,6.0,2012.0,,18879,marci beaucoup,roc marciano,6.8,2013.0,,2,0.9944555712929527,2012.0,2013.0,Bad,Good
16141,merry exmas & suck my dick,mr. muthafuckin exquire,7.2,2011.0,,18930,piata,"madlib, freddie gibbs",8.0,2014.0,,2,0.9919493390945038,2011.0,2014.0,Good,Great
16133,baytl,"gucci mane, v-nasty",4.9,2011.0,,16237,lock out,"waka flocka flame, french montana",5.0,2012.0,,2,0.9914945951674248,2011.0,2012.0,Bad,Bad
16140,thug motivation 103: hustlerz ambition,jeezy,6.7,2011.0,,19786,seen it all: the autobiography,jeezy,6.0,2014.0,,2,0.9952152168375624,2011.0,2014.0,Good,Bad
16110,the award tour ep,mike g,5.5,2011.0,,21829,layers,royce 59,6.4,2016.0,,1,0.9938207133232368,2011.0,2016.0,Bad,Bad
16074,camp,childish gambino,1.6,2011.0,,20220,dark sky paradise,big sean,7.1,2015.0,,1,0.992073271699775,2011.0,2015.0,Bad,Good
16074,camp,childish gambino,1.6,2011.0,,20493,cherry bomb,"tyler, the creator",6.7,2015.0,,2,0.9901596975945524,2011.0,2015.0,Bad,Good
16084,well-done,"statik selektah, action bronson",7.1,2011.0,,17375,rare chandeliers,action bronson,7.2,2012.0,,2,0.9957281619434071,2011.0,2012.0,Good,Good
16092,radioactive,yelawolf,6.5,2011.0,,20404,mr. wonderful,action bronson,6.3,2015.0,,1,0.9943483951238189,2011.0,2015.0,Bad,Bad
16082,basedgod velli,lil b,7.8,2011.0,,20935,compton,dr. dre,8.8,2015.0,,2,0.9930670752942545,2011.0,2015.0,Great,Great
16024,cold day in hell,freddie gibbs,8.2,2011.0,,18930,piata,"madlib, freddie gibbs",8.0,2014.0,,1,0.9969706060896649,2011.0,2014.0,Great,Great
16024,cold day in hell,freddie gibbs,8.2,2011.0,,18272,esgn,freddie gibbs,6.9,2013.0,,2,0.9964077998359373,2011.0,2013.0,Great,Good
16039,take care,drake,8.6,2011.0,,21325,when it's dark out,g-eazy,6.7,2015.0,,2,0.9952254244370032,2011.0,2015.0,Great,Good
16026,livelovea$ap,a$ap rocky,8.2,2011.0,,17070,lords never worry,a$ap mob,4.9,2012.0,,1,0.9954196525885537,2011.0,2012.0,Great,Bad
16026,livelovea$ap,a$ap rocky,8.2,2011.0,,17505,longlivea$ap,a$ap rocky,8.5,2013.0,,2,0.9944484772897956,2011.0,2013.0,Great,Great
16010,fear of god ii: let us pray,pusha t,7.1,2011.0,,21657,wave gods,french montana,7.9,2016.0,,1,0.9930349388675467,2011.0,2016.0,Good,Great
15976,for the glory,nacho picasso,7.9,2011.0,,18727,blue chips 2,"action bronson, party supplies",8.0,2013.0,,1,0.990102674356371,2011.0,2013.0,Great,Great
15976,for the glory,nacho picasso,7.9,2011.0,,17101,respect the fly shit,meyhem lauren,6.0,2012.0,,2,0.9886689657996263,2011.0,2012.0,Great,Bad
16002,ambition,wale,6.7,2011.0,,20425,the album about nothing,wale,5.4,2015.0,,2,0.9950881967045273,2011.0,2015.0,Good,Bad
15987,black and brown,"black milk, danny brown",6.5,2011.0,,17070,lords never worry,a$ap mob,4.9,2012.0,,2,0.9911685288047797,2011.0,2012.0,Bad,Bad
15977,dreamchasers,meek mill,7.4,2011.0,,16614,dreamchasers 2,meek mill,7.4,2012.0,,1,0.9957080618817289,2011.0,2012.0,Good,Good
15977,dreamchasers,meek mill,7.4,2011.0,,19786,seen it all: the autobiography,jeezy,6.0,2014.0,,2,0.9954244648137848,2011.0,2014.0,Good,Bad
15864,lost in translation,mr. muthafuckin exquire,7.9,2011.0,,18561,dedication 5,lil wayne,5.1,2013.0,,1,0.9936715934370778,2011.0,2013.0,Great,Bad
15822,relax,das racist,6.3,2011.0,,17750,19,kool a.d.,7.9,2013.0,,2,0.9905381933282527,2011.0,2013.0,Bad,Great
15820,verde terrace,curren$y,7.3,2011.0,,17761,new jet city,curren$y,6.9,2013.0,,2,0.9962626965539269,2011.0,2013.0,Good,Good
15792,1977,terius nash,7.9,2011.0,,20916,free tc,ty dolla $ign,7.7,2015.0,,1,0.9867956382079965,2011.0,2015.0,Great,Great
15792,1977,terius nash,7.9,2011.0,,20054,2014 forest hills drive,j. cole,6.9,2014.0,,2,0.9833703234172715,2011.0,2014.0,Great,Good
15784,808s & dark grapes ii,main attrakionz,7.5,2011.0,,20373,ludaversal,ludacris,5.3,2015.0,,1,0.994526591120981,2011.0,2015.0,Good,Bad
15784,808s & dark grapes ii,main attrakionz,7.5,2011.0,,20762,lucky 7,statik selektah,5.0,2015.0,,2,0.9942889316991101,2011.0,2015.0,Good,Bad
15763,last king 2: god's machine,big k.r.i.t.,6.4,2011.0,,17525,trouble man: heavy is the head,t.i.,5.0,2012.0,,2,0.9948258485839492,2011.0,2012.0,Bad,Bad
15770,tha carter iv,lil wayne,6.2,2011.0,,18561,dedication 5,lil wayne,5.1,2013.0,,2,0.9955796089700066,2011.0,2013.0,Bad,Bad
15759,the r.e.d. album,the game,4.8,2011.0,,17469,jesus piece,the game,6.0,2012.0,,2,0.9945479923782977,2011.0,2012.0,Bad,Bad
15725,watch the throne,"jay z, kanye west",8.5,2011.0,,18247,magna carta holy grail,jay z,5.8,2013.0,,2,0.9936933550446069,2011.0,2013.0,Great,Bad
15666,together/apart,grieves,5.2,2011.0,,19157,winter & the wolves,grieves,4.7,2014.0,,1,0.9970354660010932,2011.0,2014.0,Bad,Bad
15663,sorry 4 the wait,lil wayne,7.1,2011.0,,17159,dedication 4,lil wayne,5.0,2012.0,,2,0.9957018097086275,2011.0,2012.0,Good,Bad
15526,random axe,random axe,6.6,2011.0,,18362,albert einstein,"prodigy, the alchemist",8.2,2013.0,,1,0.9949644418014638,2011.0,2013.0,Bad,Great
15653,section.80,kendrick lamar,8.0,2011.0,,17253,"good kid, m.a.a.d city",kendrick lamar,9.5,2012.0,,1,0.9946624994771189,2011.0,2012.0,Great,Great
15653,section.80,kendrick lamar,8.0,2011.0,,20556,marauding in paradise,jazz cartier,7.3,2015.0,,2,0.9937732696467823,2011.0,2015.0,Great,Good
15639,family and friends,serengeti,6.8,2011.0,,16870,c.a.r.,serengeti,7.6,2012.0,,1,0.9889224485747666,2011.0,2012.0,Good,Good
15639,family and friends,serengeti,6.8,2011.0,,17579,saal,serengeti,6.3,2013.0,,2,0.9879523096535082,2011.0,2013.0,Good,Bad
15641,i'm gay (i'm happy),lil b,8.1,2011.0,,22704,stillness in wonderland,little simz,7.1,2016.0,,1,0.9926606863573044,2011.0,2016.0,Great,Good
15605,finally famous,big sean,6.1,2011.0,,20220,dark sky paradise,big sean,7.1,2015.0,,1,0.9939096680078087,2011.0,2015.0,Bad,Good
15605,finally famous,big sean,6.1,2011.0,,18562,b.o.a.t.s ii: me time,2 chainz,6.2,2013.0,,2,0.9936038777219178,2011.0,2013.0,Bad,Bad
15599,"lord giveth, lord taketh away ep","statik selektah, freddie gibbs",7.2,2011.0,,18930,piata,"madlib, freddie gibbs",8.0,2014.0,,2,0.9942589950376255,2011.0,2014.0,Good,Great
15591,weekend at burnie's ,curren$y,8.0,2011.0,,17761,new jet city,curren$y,6.9,2013.0,,2,0.9966240425255525,2011.0,2013.0,Great,Good
15583,exmilitary,death grips,7.5,2011.0,,16883,reservation ep,angel haze,8.0,2012.0,,2,0.9862659702614873,2011.0,2012.0,Good,Great
15580,pl3dge,killer mike,8.0,2011.0,,16537,r.a.p. music,killer mike,8.6,2012.0,,1,0.9937173900271721,2011.0,2012.0,Great,Great
15580,pl3dge,killer mike,8.0,2011.0,,20390,to pimp a butterfly,kendrick lamar,9.3,2015.0,,2,0.9907952630237248,2011.0,2015.0,Great,Great
15570,black up,shabazz palaces,8.8,2011.0,,18227,evolution,slum village,5.5,2013.0,,1,0.990014806379189,2011.0,2013.0,Great,Bad
15570,black up,shabazz palaces,8.8,2011.0,,18276,summer knights,joey bada$$,6.8,2013.0,,2,0.9894225306642939,2011.0,2013.0,Great,Good
15563,digital lows,cities aviv,7.5,2011.0,,16487,savage journey to the american dream,stalley,6.2,2012.0,,1,0.9890507053370885,2011.0,2012.0,Good,Bad
15497,dr. lecter,action bronson,8.1,2011.0,,17375,rare chandeliers,action bronson,7.2,2012.0,,2,0.9957373255411663,2011.0,2012.0,Great,Good
15530,are you gonna eat that?,hail mary mallon,6.7,2011.0,,16814,skelethon,aesop rock,8.2,2012.0,,1,0.9916943144766298,2011.0,2012.0,Good,Great
15449,blvcklvnd rvdix 66.6 (1991),spaceghostpurrp,7.1,2011.0,,17539,b.m.w. ep,spaceghostpurrp,5.4,2013.0,,1,0.9918827888353035,2011.0,2013.0,Good,Bad
15449,blvcklvnd rvdix 66.6 (1991),spaceghostpurrp,7.1,2011.0,,17802,i am not a human being ii,lil wayne,3.9,2013.0,,2,0.989899128625076,2011.0,2013.0,Good,Bad
15413,goblin,"tyler, the creator",8.0,2011.0,,17805,wolf,"tyler, the creator",7.8,2013.0,,1,0.994386950269277,2011.0,2013.0,Great,Great
15413,goblin,"tyler, the creator",8.0,2011.0,,16421,the of tape vol. 2,odd future wolf gang kill them all,7.5,2012.0,,2,0.9886766670949408,2011.0,2012.0,Great,Good
15368,adventures in counter-culture,blueprint,6.6,2011.0,,17772,the ascent,wiley,6.2,2013.0,,1,0.992115787457253,2011.0,2013.0,Bad,Bad
15318,revenue retrievin': graveyard shift,e-40,8.3,2011.0,,17694,slime flu 3,vado,7.0,2013.0,,1,0.9949395147901526,2011.0,2013.0,Great,Good
15312,return of 4eva,big k.r.i.t.,8.2,2011.0,,16702,live from the underground,big k.r.i.t.,7.1,2012.0,,2,0.9958897122514742,2011.0,2012.0,Great,Good
15297,the family sign,atmosphere,5.8,2011.0,,22210,fishing blues,atmosphere,5.6,2016.0,,1,0.9927178801417749,2011.0,2016.0,Bad,Bad
15297,the family sign,atmosphere,5.8,2011.0,,19320,southsiders,atmosphere,6.3,2014.0,,2,0.99155776096028,2011.0,2014.0,Bad,Bad
15291,illusions of grandeur,lil b,6.0,2011.0,,20935,compton,dr. dre,8.8,2015.0,,2,0.9925954872147825,2011.0,2015.0,Bad,Great
15277,fear of god,pusha t,5.6,2011.0,,19131,the drive in theatre,curren$y,7.6,2014.0,,2,0.9928423217275599,2011.0,2014.0,Bad,Good
15261,the return of mr. zone 6,gucci mane,6.6,2011.0,,17397,trap god,gucci mane,7.2,2012.0,,1,0.994197763853109,2011.0,2012.0,Bad,Good
15261,the return of mr. zone 6,gucci mane,6.6,2011.0,,16614,dreamchasers 2,meek mill,7.4,2012.0,,2,0.9938415680496511,2011.0,2012.0,Bad,Good
15193,w.a.r.,pharoahe monch,6.5,2011.0,,19244,p.t.s.d. (post traumatic stress disorder),pharoahe monch,6.6,2014.0,,2,0.990847551168724,2011.0,2014.0,Bad,Good
15208,lasers,lupe fiasco,3.0,2011.0,,19320,southsiders,atmosphere,6.3,2014.0,,1,0.9918305372184896,2011.0,2014.0,Bad,Bad
14973,ashes to ashes,rick ross,7.1,2010.0,,18562,b.o.a.t.s ii: me time,2 chainz,6.2,2013.0,,1,0.9946250760016141,2010.0,2013.0,Good,Bad
14973,ashes to ashes,rick ross,7.1,2010.0,,15591,weekend at burnie's ,curren$y,8.0,2011.0,,2,0.9938817449178222,2010.0,2011.0,Good,Great
14967,love letter,r. kelly,8.2,2010.0,,16797,write me back,r. kelly,6.5,2012.0,,1,0.9744270399992058,2010.0,2012.0,Great,Bad
14923,no mercy,t.i.,5.5,2010.0,,16140,thug motivation 103: hustlerz ambition,jeezy,6.7,2011.0,,1,0.9955195046882912,2010.0,2011.0,Bad,Good
14923,no mercy,t.i.,5.5,2010.0,,18215,the gifted,wale,5.1,2013.0,,2,0.9954126910717006,2010.0,2013.0,Bad,Bad
14906,pilot talk ii,curren$y,8.2,2010.0,,15385,covert coup,curren$y,7.9,2011.0,,2,0.9946523273286243,2010.0,2011.0,Great,Great
14883,friday night lights,j. cole,7.3,2010.0,,20882,tha truth ,trae tha truth,6.7,2015.0,,1,0.994992590744116,2010.0,2015.0,Good,Good
14883,friday night lights,j. cole,7.3,2010.0,,20220,dark sky paradise,big sean,7.1,2015.0,,2,0.9947297151528471,2010.0,2015.0,Good,Good
14898,pink friday,nicki minaj,6.5,2010.0,,16471,pink friday: roman reloaded,nicki minaj,6.7,2012.0,,1,0.987684474753679,2010.0,2012.0,Bad,Good
14880,my beautiful dark twisted fantasy,kanye west,10.0,2010.0,,21038,go:od am,mac miller,7.3,2015.0,,1,0.9930083156261086,2010.0,2015.0,Great,Good
14880,my beautiful dark twisted fantasy,kanye west,10.0,2010.0,,15653,section.80,kendrick lamar,8.0,2011.0,,2,0.9928695893069682,2010.0,2011.0,Great,Great
14875,man on the moon ii: the legend of mr. rager,kid cudi,6.7,2010.0,,17925,indicud,kid cudi,4.0,2013.0,,1,0.9891495281708784,2010.0,2013.0,Good,Bad
14875,man on the moon ii: the legend of mr. rager,kid cudi,6.7,2010.0,,21038,go:od am,mac miller,7.3,2015.0,,2,0.9863553030102957,2010.0,2015.0,Good,Good
14852,the lady killer,cee-lo green,7.3,2010.0,,22293,the divine feminine ,mac miller,7.8,2016.0,,1,0.9876540441494447,2010.0,2016.0,Good,Great
14852,the lady killer,cee-lo green,7.3,2010.0,,20905,winters diary 3,tink,7.2,2015.0,,2,0.984875138617991,2010.0,2015.0,Good,Good
14808,slime flu,vado,7.7,2010.0,,21155,bad neighbor,"madlib, m.e.d., blu",7.2,2015.0,,1,0.9942488166619656,2010.0,2015.0,Great,Good
14785,24 hour karate school,ski beatz,6.0,2010.0,,19297,good to be home,blu,6.5,2014.0,,1,0.9945228666983544,2010.0,2014.0,Bad,Bad
14785,24 hour karate school,ski beatz,6.0,2010.0,,16170,unexpected victory,raekwon,6.0,2012.0,,2,0.9920066020909102,2010.0,2012.0,Bad,Bad
14809,the appeal: georgia's most wanted,gucci mane,7.3,2010.0,,15649,writings on the wall ii,gucci mane,7.9,2011.0,,2,0.9908625572429922,2010.0,2011.0,Good,Great
14771,flockaveli,waka flocka flame,8.0,2010.0,,17760,duflocka rant 2,waka flocka flame,7.1,2013.0,,1,0.9899186039236293,2010.0,2013.0,Great,Good
14771,flockaveli,waka flocka flame,8.0,2010.0,,17228,salute me or shoot me 4: banned from america,waka flocka flame,6.7,2012.0,,2,0.9884947666650135,2010.0,2012.0,Great,Good
14787,the naked soul of sweet jones,pimp c,6.4,2010.0,,15663,sorry 4 the wait,lil wayne,7.1,2011.0,,1,0.9932090572557783,2010.0,2011.0,Bad,Good
14787,the naked soul of sweet jones,pimp c,6.4,2010.0,,21099,slime season,young thug,7.6,2015.0,,2,0.9931434813753459,2010.0,2015.0,Bad,Good
14766,$o$,die antwoord,5.5,2010.0,,21976,suck on this,die antwoord,5.0,2016.0,,1,0.963925198367265,2010.0,2016.0,Bad,Bad
14766,$o$,die antwoord,5.5,2010.0,,16270,ten$ion,die antwoord,4.2,2012.0,,2,0.9634713005316878,2010.0,2012.0,Bad,Bad
14760,the hybrid,danny brown,7.6,2010.0,,15753,xxx,danny brown,8.2,2011.0,,1,0.9945654979128924,2010.0,2011.0,Good,Great
14711,i am not a human being,lil wayne,6.7,2010.0,,15770,tha carter iv,lil wayne,6.2,2011.0,,2,0.9964731455092647,2010.0,2011.0,Good,Bad
14686,tsol,shad,7.2,2010.0,,16941,mourning in america and dreaming in color,brother ali,7.9,2012.0,,2,0.992376013555584,2010.0,2012.0,Good,Great
14695,good things,aloe blacc,6.7,2010.0,,21604,jerome raheem fortune,rome fortune,7.0,2016.0,,1,0.9791412142160322,2010.0,2016.0,Good,Good
14695,good things,aloe blacc,6.7,2010.0,,20391,white men are black men too,young fathers,6.8,2015.0,,2,0.9765761752163654,2010.0,2015.0,Good,Good
14662,"sit down, man",das racist,8.7,2010.0,,15822,relax,das racist,6.3,2011.0,,1,0.9923524239987566,2010.0,2011.0,Great,Bad
14662,"sit down, man",das racist,8.7,2010.0,,16199,nehru jackets,heems,6.5,2012.0,,2,0.9909591874953867,2010.0,2012.0,Great,Bad
14565,more about nothing,wale,6.5,2010.0,,16002,ambition,wale,6.7,2011.0,,1,0.9959053958447831,2010.0,2011.0,Bad,Good
14565,more about nothing,wale,6.5,2010.0,,18215,the gifted,wale,5.1,2013.0,,2,0.9952278018350912,2010.0,2013.0,Bad,Bad
14482,teflon don,rick ross,8.0,2010.0,,16997,"god forgives, i don't",rick ross,6.8,2012.0,,2,0.9897305827965375,2010.0,2012.0,Great,Good
14474,pilot talk,curren$y,8.4,2010.0,,15385,covert coup,curren$y,7.9,2011.0,,2,0.9956317159706811,2010.0,2011.0,Great,Great
14449,love king,the-dream,8.6,2010.0,,18053,iv play,the-dream,6.9,2013.0,,2,0.99144025615229,2010.0,2013.0,Great,Good
14439,flesh tone,kelis,7.2,2010.0,,22218,telefone,noname,8.0,2016.0,,1,0.9678646936776352,2010.0,2016.0,Good,Great
14424,sir lucious left foot: the son of chico dusty,big boi,9.2,2010.0,,15763,last king 2: god's machine,big k.r.i.t.,6.4,2011.0,,2,0.9934427242800068,2010.0,2011.0,Great,Bad
14409,mr. zone 6,gucci mane,8.3,2010.0,,15649,writings on the wall ii,gucci mane,7.9,2011.0,,2,0.9949654231748388,2010.0,2011.0,Great,Great
14376,"shut up, dude",das racist,7.8,2010.0,,15822,relax,das racist,6.3,2011.0,,2,0.9829742747572459,2010.0,2011.0,Great,Bad
14386,how i got over,the roots,8.1,2010.0,,19320,southsiders,atmosphere,6.3,2014.0,,2,0.9926181209162384,2010.0,2014.0,Great,Bad
14380,recovery,eminem,2.8,2010.0,,18733,the marshall mathers lp 2,eminem,4.7,2013.0,,1,0.9956976125156609,2010.0,2013.0,Bad,Bad
14367,thank me later,drake,8.4,2010.0,,16039,take care,drake,8.6,2011.0,,1,0.9956691966419724,2010.0,2011.0,Great,Great
14329,tacklebox,the cool kids,6.0,2010.0,,15628,when fish ride bicycles,the cool kids,6.9,2011.0,,1,0.993613806425249,2010.0,2011.0,Bad,Good
14316,the champ is here 3,jadakiss,7.7,2010.0,,17694,slime flu 3,vado,7.0,2013.0,,1,0.9926111033290675,2010.0,2013.0,Great,Good
14316,the champ is here 3,jadakiss,7.7,2010.0,,17466,mac & cheese 3,french montana,5.4,2012.0,,2,0.9922157601482783,2010.0,2012.0,Great,Bad
14309,suite #420,devin the dude,5.3,2010.0,,16140,thug motivation 103: hustlerz ambition,jeezy,6.7,2011.0,,1,0.9929569028381456,2010.0,2011.0,Bad,Good
14289,trap or die ii,jeezy,7.2,2010.0,,16140,thug motivation 103: hustlerz ambition,jeezy,6.7,2011.0,,1,0.9948650359116701,2010.0,2011.0,Good,Good
14285,k.r.i.t. wuz here,big k.r.i.t.,7.7,2010.0,,15312,return of 4eva,big k.r.i.t.,8.2,2011.0,,1,0.9962830212879608,2010.0,2011.0,Great,Great
14285,k.r.i.t. wuz here,big k.r.i.t.,7.7,2010.0,,20762,lucky 7,statik selektah,5.0,2015.0,,2,0.9955425822776087,2010.0,2015.0,Great,Bad
14292,revolutions per minute,reflection eternal,7.5,2010.0,,18227,evolution,slum village,5.5,2013.0,,1,0.9952527711727757,2010.0,2013.0,Good,Bad
14292,revolutions per minute,reflection eternal,7.5,2010.0,,17943,prisoner of conscious,talib kweli,6.1,2013.0,,2,0.9951661216770312,2010.0,2013.0,Good,Bad
14265,distant relatives,"damian marley, nas",6.1,2010.0,,22588,black america again,common,7.9,2016.0,,1,0.9833760487772985,2010.0,2016.0,Bad,Great
14160,kush and orange juice,wiz khalifa,7.2,2010.0,,17235,baby face killa,freddie gibbs,8.2,2012.0,,1,0.9924296485475144,2010.0,2012.0,Good,Great
14160,kush and orange juice,wiz khalifa,7.2,2010.0,,16140,thug motivation 103: hustlerz ambition,jeezy,6.7,2011.0,,2,0.9920338743106033,2010.0,2011.0,Good,Good
13944,prenuptial agreement,j. stalin,7.9,2010.0,,19786,seen it all: the autobiography,jeezy,6.0,2014.0,,1,0.994570502515453,2010.0,2014.0,Great,Bad
13944,prenuptial agreement,j. stalin,7.9,2010.0,,16614,dreamchasers 2,meek mill,7.4,2012.0,,2,0.9945060297165135,2010.0,2012.0,Great,Good
13868,in search of stoney jackson,strong arm steady,7.1,2010.0,,15497,dr. lecter,action bronson,8.1,2011.0,,1,0.9908905567369374,2010.0,2011.0,Good,Great
