source_id,source_album,source_artist,source_score,source_year1,source_year2,target_id,target_album,target_artist,target_score,target_year1,target_year2,target_rank,cosine_sim,source_year_master,target_year_master,source_score_cut,target_score_cut
13868,in search of stoney jackson,strong arm steady,7.1,2010.0,,18879,marci beaucoup,roc marciano,6.8,2013.0,,2,0.9894181104943278,2010.0,2013.0,Good,Good
13116,rebirth,lil wayne,4.5,2010.0,,19939,paperwork,t.i.,7.0,2014.0,,1,0.9839080467618455,2010.0,2014.0,Bad,Good
13116,rebirth,lil wayne,4.5,2010.0,,20916,free tc,ty dolla $ign,7.7,2015.0,,2,0.9797132728251184,2010.0,2015.0,Bad,Great
13793,the burrprint: the movie 3-d,gucci mane,8.4,2009.0,,14409,mr. zone 6,gucci mane,8.3,2010.0,,1,0.9958956822277466,2009.0,2010.0,Great,Great
13793,the burrprint: the movie 3-d,gucci mane,8.4,2009.0,,15649,writings on the wall ii,gucci mane,7.9,2011.0,,2,0.9933145472494421,2009.0,2011.0,Great,Great
13810,we are young money,young money,7.4,2009.0,,20186,sorry 4 the wait 2,lil wayne,6.4,2015.0,,2,0.9940112463820118,2009.0,2015.0,Good,Bad
13794,enemy of the state: a love story,lupe fiasco,7.6,2009.0,,16186,friend of the people,lupe fiasco,4.8,2011.0,,1,0.9930833672617123,2009.0,2011.0,Good,Bad
13794,enemy of the state: a love story,lupe fiasco,7.6,2009.0,,19297,good to be home,blu,6.5,2014.0,,2,0.9928588239033487,2009.0,2014.0,Good,Bad
13767,til the casket drops,clipse,6.2,2009.0,,20762,lucky 7,statik selektah,5.0,2015.0,,1,0.9955177686639728,2009.0,2015.0,Bad,Bad
13767,til the casket drops,clipse,6.2,2009.0,,14285,k.r.i.t. wuz here,big k.r.i.t.,7.7,2010.0,,2,0.9954091957475484,2009.0,2010.0,Bad,Great
13738,the seventh seal,rakim,5.6,2009.0,,14292,revolutions per minute,reflection eternal,7.5,2010.0,,1,0.9948670878693463,2009.0,2010.0,Bad,Good
13747,blakroc,blakroc,6.7,2009.0,,20762,lucky 7,statik selektah,5.0,2015.0,,2,0.9930401388269426,2009.0,2015.0,Good,Bad
13730,escape 2 mars,gift of gab,5.4,2009.0,,22364,anything but words,banks & steelz,4.4,2016.0,,2,0.9870746756775562,2009.0,2016.0,Bad,Bad
13672,no ceilings,lil wayne,7.7,2009.0,,14711,i am not a human being,lil wayne,6.7,2010.0,,1,0.9965808411178843,2009.0,2010.0,Great,Good
13672,no ceilings,lil wayne,7.7,2009.0,,18561,dedication 5,lil wayne,5.1,2013.0,,2,0.9952977525310656,2009.0,2013.0,Great,Bad
13700,before i self destruct,50 cent,6.0,2009.0,,18562,b.o.a.t.s ii: me time,2 chainz,6.2,2013.0,,1,0.9941835583091881,2009.0,2013.0,Bad,Bad
13700,before i self destruct,50 cent,6.0,2009.0,,14711,i am not a human being,lil wayne,6.7,2010.0,,2,0.993776785666031,2009.0,2010.0,Bad,Good
13695,attention deficit,wale,6.6,2009.0,,17294,vicious lies and dangerous rumors,big boi,6.1,2012.0,,2,0.9930241832794754,2009.0,2012.0,Bad,Bad
13596,crownsdown,themselves,6.7,2009.0,,17136,"mumps, etc.",why?,2.8,2012.0,,2,0.9896885489181444,2009.0,2012.0,Good,Bad
13527,hello nasty [deluxe edition],beastie boys,7.0,2009.0,,19215,smell the d.a.i.s.y.,de la soul,7.5,2014.0,,2,0.9851622841195674,2009.0,2014.0,Good,Good
13504,man on the moon: the end of day,kid cudi,4.1,2009.0,,21740,genesis,domo genesis,7.2,2016.0,,1,0.9911067096002197,2009.0,2016.0,Bad,Good
13504,man on the moon: the end of day,kid cudi,4.1,2009.0,,19790,indigo child,raury,6.5,2014.0,,2,0.9855220813161477,2009.0,2014.0,Bad,Bad
13471,kamaal the abstract,q-tip,6.3,2009.0,,18227,evolution,slum village,5.5,2013.0,,1,0.9862609206794384,2009.0,2013.0,Bad,Bad
13441,only built 4 cuban linx... pt. ii,raekwon,8.8,2009.0,,14112,wu-massacre,"ghostface killah, raekwon, method man",6.5,2010.0,,2,0.9957548025851433,2009.0,2010.0,Great,Bad
13466,the miseducation of freddie gibbs,freddie gibbs,7.8,2009.0,,16024,cold day in hell,freddie gibbs,8.2,2011.0,,2,0.9955073259598197,2009.0,2011.0,Great,Great
13373,slaughterhouse,slaughterhouse,5.5,2009.0,,18362,albert einstein,"prodigy, the alchemist",8.2,2013.0,,2,0.9947605235673862,2009.0,2013.0,Bad,Great
13356,the future's looking grim,yea big + kid static,7.2,2009.0,,16043,no kings,doomtree,7.9,2011.0,,2,0.9902842648452368,2009.0,2011.0,Good,Great
13354,speech therapy,speech debelle,7.5,2009.0,,20397,the good fight,oddisee,7.3,2015.0,,1,0.9917844907968307,2009.0,2015.0,Good,Good
13329,chemical warfare,the alchemist,7.8,2009.0,,21094,90059,jay rock,8.0,2015.0,,1,0.9952464946917955,2009.0,2015.0,Great,Great
13319,ill communication [deluxe edition],beastie boys,8.6,1994.0,2009.0,4179,all of the above,j-live,8.5,2002.0,,1,0.9900092399658225,1994.0,2002.0,Great,Great
13319,ill communication [deluxe edition],beastie boys,8.6,1994.0,2009.0,5513,the end of the beginning,murs,7.7,2003.0,,2,0.9896322519519101,1994.0,2003.0,Great,Great
13249,war angel,50 cent,1.8,2009.0,,16140,thug motivation 103: hustlerz ambition,jeezy,6.7,2011.0,,1,0.9940652674086575,2009.0,2011.0,Bad,Good
13241,back to the feature,wale,7.4,2009.0,,14158,streetlights,kurupt,4.8,2010.0,,2,0.9947790954177467,2009.0,2010.0,Good,Bad
13260,pulse of the people,dead prez,6.6,2009.0,,17290,information age,dead prez,3.4,2012.0,,1,0.9870213426707465,2009.0,2012.0,Bad,Bad
13260,pulse of the people,dead prez,6.6,2009.0,,15641,i'm gay (i'm happy),lil b,8.1,2011.0,,2,0.9865423237001038,2009.0,2011.0,Bad,Great
13239,street sweeper social club,street sweeper social club,3.9,2009.0,,17211,sorry to bother you,the coup,7.2,2012.0,,1,0.982761839116185,2009.0,2012.0,Bad,Good
13309,depart from me,cage,4.7,2009.0,,19157,winter & the wolves,grieves,4.7,2014.0,,1,0.9923186323853816,2009.0,2014.0,Bad,Bad
13309,depart from me,cage,4.7,2009.0,,15666,together/apart,grieves,5.2,2011.0,,2,0.992229517117459,2009.0,2011.0,Bad,Bad
13238,so far gone,drake,7.4,2009.0,,14367,thank me later,drake,8.4,2010.0,,1,0.9936368745847708,2009.0,2010.0,Good,Great
13211,blaqkout,"dj quik, kurupt",8.2,2009.0,,19930,the midnight life,dj quik,8.2,2014.0,,2,0.9719228015853498,2009.0,2014.0,Great,Great
13161,the ecstatic,mos def,8.0,2009.0,,17943,prisoner of conscious,talib kweli,6.1,2013.0,,1,0.9849753578645005,2009.0,2013.0,Great,Bad
13161,the ecstatic,mos def,8.0,2009.0,,14292,revolutions per minute,reflection eternal,7.5,2010.0,,2,0.9841762485717317,2009.0,2010.0,Great,Good
13152,jay stay paid,j dilla,8.1,2009.0,,18840,the abstract and the dragon,"busta rhymes, q-tip",6.6,2013.0,,2,0.987947706119161,2009.0,2013.0,Great,Good
13149,thefreehoudini,themselves,6.6,2009.0,,16043,no kings,doomtree,7.9,2011.0,,2,0.9929706815875373,2009.0,2011.0,Bad,Great
13192,gone fishing,the cool kids,5.7,2009.0,,18970,convertibles,chuck inglish,6.0,2014.0,,1,0.9933798615987645,2009.0,2014.0,Bad,Bad
12967,more heart than brains,bike for three!,7.5,2009.0,,15099,computers and blues,the streets,5.3,2011.0,,2,0.9862798613615098,2009.0,2011.0,Good,Bad
12799,troubadour,k'naan,6.5,2009.0,,17943,prisoner of conscious,talib kweli,6.1,2013.0,,1,0.992968788551097,2009.0,2013.0,Bad,Bad
12799,troubadour,k'naan,6.5,2009.0,,14292,revolutions per minute,reflection eternal,7.5,2010.0,,2,0.992481435658283,2009.0,2010.0,Bad,Good
12755,the otha side of the trap...,oj da juiceman,7.0,2009.0,,16280,trap back,gucci mane,7.8,2012.0,,1,0.9792944105301303,2009.0,2012.0,Good,Great
12680,god loves ugly,atmosphere,6.6,2002.0,2009.0,344,you can't imagine how much fun we're having,atmosphere,5.9,2005.0,,1,0.9961998928093703,2002.0,2005.0,Bad,Bad
12680,god loves ugly,atmosphere,6.6,2002.0,2009.0,343,headshots: se7en,atmosphere,5.0,2005.0,,2,0.9958222067720469,2002.0,2005.0,Bad,Bad
12686,the spirit of apollo,n.a.s.a.,1.6,2009.0,,14292,revolutions per minute,reflection eternal,7.5,2010.0,,1,0.9886806340440418,2009.0,2010.0,Bad,Good
12686,the spirit of apollo,n.a.s.a.,1.6,2009.0,,17299,diamond in the ruff,freeway,5.3,2012.0,,2,0.9886777421663194,2009.0,2012.0,Bad,Bad
12671,paul's boutique,beastie boys,10.0,1989.0,2009.0,20404,mr. wonderful,action bronson,6.3,2015.0,,2,0.9881306878472871,1989.0,2015.0,Great,Bad
12636,never better,p.o.s.,7.0,2009.0,,16043,no kings,doomtree,7.9,2011.0,,2,0.9937285518859976,2009.0,2011.0,Good,Great
12592,johnson&jonson,johnson&jonson,8.4,2008.0,,20762,lucky 7,statik selektah,5.0,2015.0,,1,0.9959567159718311,2008.0,2015.0,Great,Bad
12565,fun dmc,people under the stairs,7.6,2008.0,,15369,the book of david,dj quik,8.4,2011.0,,2,0.9891045706989315,2008.0,2011.0,Good,Great
12537,emeritus,scarface,8.0,2008.0,,20935,compton,dr. dre,8.8,2015.0,,2,0.9937614534167747,2008.0,2015.0,Great,Great
12540,ghostdeini the great,ghostface killah,5.3,2008.0,,14942,apollo kids,ghostface killah,7.3,2010.0,,1,0.995439724342552,2008.0,2010.0,Bad,Good
12491,tv loves you back,restiform bodies,7.1,2008.0,,21687,the impossible kid,aesop rock,8.2,2016.0,,1,0.989099784244748,2008.0,2016.0,Good,Great
12498,808s and heartbreak,kanye west,7.6,2008.0,,13821,vh1 storytellers,kanye west,4.9,2010.0,,1,0.9936686709296633,2008.0,2010.0,Good,Bad
12498,808s and heartbreak,kanye west,7.6,2008.0,,19790,indigo child,raury,6.5,2014.0,,2,0.9817804722560189,2008.0,2014.0,Good,Bad
12458,remind me in 3 days,the knux,6.7,2008.0,,13029,crime pays,cam'ron,5.7,2009.0,,1,0.9906509974123234,2008.0,2009.0,Good,Bad
12458,remind me in 3 days,the knux,6.7,2008.0,,15369,the book of david,dj quik,8.4,2011.0,,2,0.9899495808003205,2008.0,2011.0,Good,Great
12451,tronic,black milk,7.9,2008.0,,14142,leftback,little brother,5.9,2010.0,,2,0.9921943564632628,2008.0,2010.0,Great,Bad
12456,stick 2 the script,statik selektah,6.6,2008.0,,22691,love you to death,the-dream,7.0,2016.0,,1,0.9894103855514664,2008.0,2016.0,Bad,Good
12444,dedication 3,lil wayne,3.7,2008.0,,15663,sorry 4 the wait,lil wayne,7.1,2011.0,,2,0.9959889927204089,2008.0,2011.0,Bad,Good
12430,crack,z-ro,4.7,2008.0,,17525,trouble man: heavy is the head,t.i.,5.0,2012.0,,2,0.9955312237454773,2008.0,2012.0,Bad,Bad
12413,the renaissance,q-tip,8.4,2008.0,,18227,evolution,slum village,5.5,2013.0,,1,0.9938192343119379,2008.0,2013.0,Great,Bad
12358,white van music,jake one,7.6,2008.0,,13373,slaughterhouse,slaughterhouse,5.5,2009.0,,1,0.995269287910392,2008.0,2009.0,Good,Bad
12352,dr. dooom 2,dr. dooom,3.7,2008.0,,18727,blue chips 2,"action bronson, party supplies",8.0,2013.0,,1,0.9908284300258788,2008.0,2013.0,Bad,Great
12352,dr. dooom 2,dr. dooom,3.7,2008.0,,17375,rare chandeliers,action bronson,7.2,2012.0,,2,0.9896591021869694,2008.0,2012.0,Bad,Good
12291,everything is borrowed,the streets,4.8,2008.0,,15099,computers and blues,the streets,5.3,2011.0,,1,0.9898324136459576,2008.0,2011.0,Bad,Bad
12279,paper trail,t.i.,6.2,2008.0,,18236,kilt ii,iamsu!,7.5,2013.0,,2,0.9940357556894053,2008.0,2013.0,Bad,Good
12242,wlib am: king of the wigflip,madlib,7.3,2008.0,,17521,peep: the aprocalypse,pro era,6.9,2012.0,,2,0.9923394034590787,2008.0,2012.0,Good,Good
12187,the preface,elzhi,7.7,2008.0,,17521,peep: the aprocalypse,pro era,6.9,2012.0,,1,0.9938831336807328,2008.0,2012.0,Great,Good
12187,the preface,elzhi,7.7,2008.0,,16362,medicine show #13: black tape,madlib,6.1,2012.0,,2,0.9938321043214212,2008.0,2012.0,Great,Bad
12159,the recession,jeezy,6.5,2008.0,,19786,seen it all: the autobiography,jeezy,6.0,2014.0,,2,0.9935284542817225,2008.0,2014.0,Bad,Bad
12147,doomtree,doomtree,6.0,2008.0,,12636,never better,p.o.s.,7.0,2009.0,,1,0.9951460476262874,2008.0,2009.0,Bad,Good
12126,pro tools,gza,6.8,2008.0,,18952,lord steppington,step brothers,7.3,2014.0,,1,0.9915051773363179,2008.0,2014.0,Good,Good
12126,pro tools,gza,6.8,2008.0,,20561,days with dr. yen lo,dr. yen lo,8.0,2015.0,,2,0.9912196690120434,2008.0,2015.0,Good,Great
11963,the mixtape about nothing,wale,8.4,2008.0,,14565,more about nothing,wale,6.5,2010.0,,1,0.9944856731765779,2008.0,2010.0,Great,Bad
11963,the mixtape about nothing,wale,8.4,2008.0,,22547,rage & the machine,joe budden,6.0,2016.0,,2,0.9941788002376958,2008.0,2016.0,Great,Bad
12019,deified,keak da sneak,5.8,2008.0,,14542,trill o.g.,bun b,5.0,2010.0,,1,0.9910992910195391,2008.0,2010.0,Bad,Bad
12012,the greatest story ever told,david banner,4.6,2008.0,,19901,tha tour part 1,"birdman, young thug, rich homie quan",8.0,2014.0,,1,0.993748844407536,2008.0,2014.0,Bad,Great
12012,the greatest story ever told,david banner,4.6,2008.0,,15663,sorry 4 the wait,lil wayne,7.1,2011.0,,2,0.9937120507295398,2008.0,2011.0,Bad,Good
12002,untitled,nas,3.8,2008.0,,16832,life is good,nas,8.3,2012.0,,1,0.9929810918011924,2008.0,2012.0,Bad,Great
12002,untitled,nas,3.8,2008.0,,20133,tetsuo & youth,lupe fiasco,7.2,2015.0,,2,0.9912539089130378,2008.0,2015.0,Bad,Good
11942,digi snacks,rza,4.0,2008.0,,13242,wu-tang chamber music,wu-tang clan,7.5,2009.0,,2,0.9942050286634581,2008.0,2009.0,Bad,Good
11610,seeing sounds,n.e.r.d.,4.6,2008.0,,14380,recovery,eminem,2.8,2010.0,,1,0.985898434431118,2008.0,2010.0,Bad,Bad
11561,ii trill,bun b,7.7,2008.0,,14542,trill o.g.,bun b,5.0,2010.0,,1,0.9947993910587654,2008.0,2010.0,Great,Bad
11497,the formula,buckshot,5.7,2008.0,,20762,lucky 7,statik selektah,5.0,2015.0,,2,0.9940441367145707,2008.0,2015.0,Bad,Bad
11518,the bake sale ep,the cool kids,7.8,2008.0,,13192,gone fishing,the cool kids,5.7,2009.0,,1,0.9928311080285156,2008.0,2009.0,Great,Bad
11518,the bake sale ep,the cool kids,7.8,2008.0,,18970,convertibles,chuck inglish,6.0,2014.0,,2,0.9898195414049427,2008.0,2014.0,Great,Bad
11510,exitingarm,subtle,8.3,2008.0,,13596,crownsdown,themselves,6.7,2009.0,,1,0.9844818796134065,2008.0,2009.0,Great,Good
11458,rising down,the roots,7.8,2008.0,,14049,manifesto,inspectah deck,5.2,2010.0,,2,0.9939527169616902,2008.0,2010.0,Great,Bad
11356,ny's finest,pete rock,6.8,2008.0,,13578,survival skills,"buckshot, krs-one",3.9,2009.0,,1,0.9923802702080541,2008.0,2009.0,Good,Bad
11356,ny's finest,pete rock,6.8,2008.0,,13241,back to the feature,wale,7.4,2009.0,,2,0.9922670731475065,2008.0,2009.0,Good,Good
11385,mantronix: the album [deluxe edition],mantronix,8.1,1985.0,2008.0,15570,black up,shabazz palaces,8.8,2011.0,,1,0.9851039033177168,1985.0,2011.0,Great,Great
11385,mantronix: the album [deluxe edition],mantronix,8.1,1985.0,2008.0,1565,electric circus,common,6.5,2002.0,,2,0.9847400091032827,1985.0,2002.0,Great,Bad
11328,the odd couple,gnarls barkley,7.2,2008.0,,13821,vh1 storytellers,kanye west,4.9,2010.0,,2,0.9739041020240469,2008.0,2010.0,Good,Bad
11277,ego trippin',snoop dogg,6.6,2008.0,,19930,the midnight life,dj quik,8.2,2014.0,,1,0.9941310570497057,2008.0,2014.0,Bad,Great
11254,alopecia,why?,8.2,2008.0,,17136,"mumps, etc.",why?,2.8,2012.0,,1,0.9906644546146471,2008.0,2012.0,Great,Bad
11254,alopecia,why?,8.2,2008.0,,13450,eskimo snow,why?,6.9,2009.0,,2,0.9897007917176028,2008.0,2009.0,Great,Good
11242,afterparty babies,cadence weapon,7.0,2008.0,,16694,hope in dirt city,cadence weapon,6.0,2012.0,,1,0.9926223226036806,2008.0,2012.0,Good,Bad
11242,afterparty babies,cadence weapon,7.0,2008.0,,19477,dark comedy,open mike eagle,8.0,2014.0,,2,0.9914091365311194,2008.0,2014.0,Good,Great
11161,"we got it for cheap, vol. 3",re-up gang,7.6,2008.0,,19297,good to be home,blu,6.5,2014.0,,1,0.9957865004820435,2008.0,2014.0,Good,Bad
11161,"we got it for cheap, vol. 3",re-up gang,7.6,2008.0,,18277,my name is my name,pusha t,8.0,2013.0,,2,0.9947202586073877,2008.0,2013.0,Good,Great
10992,gangsta grillz: the album,dj drama,4.5,2007.0,,14542,trill o.g.,bun b,5.0,2010.0,,1,0.9949151193819946,2007.0,2010.0,Bad,Bad
11022,the cool,lupe fiasco,8.1,2008.0,,17294,vicious lies and dangerous rumors,big boi,6.1,2012.0,,2,0.9910669491799771,2008.0,2012.0,Great,Bad
10973,made,scarface,8.0,2007.0,,18930,piata,"madlib, freddie gibbs",8.0,2014.0,,1,0.9943729924458751,2007.0,2014.0,Great,Great
10973,made,scarface,8.0,2007.0,,17884,the patriarch,deniro farrar,7.5,2013.0,,2,0.9943494470175395,2007.0,2013.0,Great,Good
10975,8 diagrams,wu-tang clan,8.0,2007.0,,13242,wu-tang chamber music,wu-tang clan,7.5,2009.0,,2,0.9946544296987754,2007.0,2009.0,Great,Good
10965,the big doe rehab,ghostface killah,8.0,2007.0,,14112,wu-massacre,"ghostface killah, raekwon, method man",6.5,2010.0,,2,0.9969269659040759,2007.0,2010.0,Great,Bad
10906,the hunt for the gingerbread man,mf grimm,3.5,2007.0,,20133,tetsuo & youth,lupe fiasco,7.2,2015.0,,2,0.9867855414602761,2007.0,2015.0,Bad,Good
10855,getback,little brother,6.4,2007.0,,14142,leftback,little brother,5.9,2010.0,,1,0.9947311486531143,2007.0,2010.0,Bad,Bad
10855,getback,little brother,6.4,2007.0,,18236,kilt ii,iamsu!,7.5,2013.0,,2,0.9946348435371875,2007.0,2013.0,Bad,Good
10875,11:11,mac lethal,5.2,2007.0,,13034,relapse,eminem,4.8,2009.0,,1,0.9923587452593702,2007.0,2009.0,Bad,Bad
10875,11:11,mac lethal,5.2,2007.0,,17482,duality,captain murphy,8.0,2012.0,,2,0.9898122005171698,2007.0,2012.0,Bad,Great
10879,american gangster,jay z,8.6,2007.0,,20762,lucky 7,statik selektah,5.0,2015.0,,1,0.995795080801359,2007.0,2015.0,Great,Bad
10658,graduation,kanye west,8.7,2007.0,,16039,take care,drake,8.6,2011.0,,1,0.9927078751886468,2007.0,2011.0,Great,Great
10658,graduation,kanye west,8.7,2007.0,,14367,thank me later,drake,8.4,2010.0,,2,0.992247525951984,2007.0,2010.0,Great,Great
10635,london town,kano,4.6,2007.0,,15369,the book of david,dj quik,8.4,2011.0,,2,0.9876569461719104,2007.0,2011.0,Bad,Great
10598,eardrum,talib kweli,7.4,2007.0,,15007,gutter rainbows,talib kweli,7.4,2011.0,,2,0.9952437924130672,2007.0,2011.0,Good,Good
10583,none shall pass,aesop rock,7.5,2007.0,,21687,the impossible kid,aesop rock,8.2,2016.0,,1,0.9935709150907323,2007.0,2016.0,Good,Great
10560,perseverance,percee p,6.5,2007.0,,17521,peep: the aprocalypse,pro era,6.9,2012.0,,1,0.9919885596917496,2007.0,2012.0,Bad,Good
10541,underground kingz,ugk,8.4,2007.0,,14542,trill o.g.,bun b,5.0,2010.0,,1,0.9965173787983277,2007.0,2010.0,Great,Bad
10541,underground kingz,ugk,8.4,2007.0,,16614,dreamchasers 2,meek mill,7.4,2012.0,,2,0.996085618561727,2007.0,2012.0,Great,Good
10522,can i keep this pen?,northern state,5.0,2007.0,,17772,the ascent,wiley,6.2,2013.0,,1,0.9912172942609965,2007.0,2013.0,Bad,Bad
10397,t.i. vs. t.i.p.,t.i.,6.4,2007.0,,14343,fuck a mixtape,t.i.,7.4,2010.0,,1,0.9952997499253369,2007.0,2010.0,Bad,Good
10359,we the best,dj khaled,4.8,2007.0,,12123,l.a.x.,the game,6.4,2008.0,,1,0.9928782074516939,2007.0,2008.0,Bad,Bad
10346,playtime is over,wiley,6.9,2007.0,,13655,street anthems,roll deep,8.5,2009.0,,2,0.9879378316273087,2007.0,2009.0,Good,Great
10333,champion sound: deluxe edition,jaylib,7.5,2003.0,2007.0,19930,the midnight life,dj quik,8.2,2014.0,,1,0.9916473519334129,2003.0,2014.0,Good,Great
10333,champion sound: deluxe edition,jaylib,7.5,2003.0,2007.0,14542,trill o.g.,bun b,5.0,2010.0,,2,0.9915401209404118,2003.0,2010.0,Good,Bad
10293,double up,r. kelly,6.7,2007.0,,13790,untitled,r. kelly,4.8,2009.0,,1,0.9922825748531089,2007.0,2009.0,Good,Bad
10267,bayani,blue scholars,6.8,2007.0,,16941,mourning in america and dreaming in color,brother ali,7.9,2012.0,,1,0.9936035172342177,2007.0,2012.0,Good,Great
10229,da drought 3,lil wayne,8.5,2007.0,,13672,no ceilings,lil wayne,7.7,2009.0,,1,0.9950293677957543,2007.0,2009.0,Great,Great
10186,human the death dance,sage francis,7.9,2007.0,,12147,doomtree,doomtree,6.0,2008.0,,1,0.9951184687247505,2007.0,2008.0,Great,Bad
10186,human the death dance,sage francis,7.9,2007.0,,16464,quakers,quakers,7.1,2012.0,,2,0.9950028163265702,2007.0,2012.0,Great,Good
10087,the undisputed truth,brother ali,6.6,2007.0,,13475,us,brother ali,7.8,2009.0,,1,0.9942262613935109,2007.0,2009.0,Bad,Great
10087,the undisputed truth,brother ali,6.6,2007.0,,16941,mourning in america and dreaming in color,brother ali,7.9,2012.0,,2,0.9920807688281181,2007.0,2012.0,Bad,Great
10061,shock value,timbaland,4.1,2007.0,,22686,stoney,post malone,4.5,2016.0,,2,0.9893283397030358,2007.0,2016.0,Bad,Bad
10034,waitin' to inhale,devin the dude,7.8,2007.0,,14309,suite #420,devin the dude,5.3,2010.0,,1,0.9923042024264849,2007.0,2010.0,Great,Bad
10034,waitin' to inhale,devin the dude,7.8,2007.0,,20661,at.long.last.a$ap,a$ap rocky,7.8,2015.0,,2,0.9903432633531886,2007.0,2015.0,Great,Great
10040,ruff draft,j dilla,6.8,2003.0,2007.0,19930,the midnight life,dj quik,8.2,2014.0,,2,0.988123056593178,2003.0,2014.0,Good,Great
10006,ill sleep when youre dead,el-p,8.0,2007.0,,16641,cancer for cure,el-p,8.5,2012.0,,1,0.9919200404994168,2007.0,2012.0,Great,Great
10006,ill sleep when youre dead,el-p,8.0,2007.0,,12378,jeanius,jean grae,8.3,2008.0,,2,0.9876992479955916,2007.0,2008.0,Great,Great
9968,abandoned language,dlek,7.7,2007.0,,21637,asphalt for eden,dlek,7.8,2016.0,,1,0.9880387400154755,2007.0,2016.0,Great,Great
9968,abandoned language,dlek,7.7,2007.0,,12595,gutter tactics,dlek,7.6,2009.0,,2,0.9837690686740808,2007.0,2009.0,Great,Good
9832,roadkillovercoat,busdriver,6.9,2007.0,,21687,the impossible kid,aesop rock,8.2,2016.0,,2,0.9857427511538384,2007.0,2016.0,Good,Great
9784,atlantis: hymns for disco,k-os,6.5,2006.0,,14386,how i got over,the roots,8.1,2010.0,,2,0.9899803571856012,2006.0,2010.0,Bad,Great
9738,true magic,mos def,4.5,2007.0,,21132,late knight special,kirk knight,6.4,2015.0,,1,0.9918711591012167,2007.0,2015.0,Bad,Bad
9729,hip hop is dead,nas,7.8,2006.0,,22699,don't smoke rock,"smoke dza, pete rock",7.4,2016.0,,2,0.9931489373440308,2006.0,2016.0,Great,Good
9713,shine through,aloe blacc,7.7,2006.0,,16182,evolve or be extinct,wiley,7.2,2012.0,,2,0.9817348150987095,2006.0,2012.0,Great,Good
9721,more fish,ghostface killah,7.3,2006.0,,13441,only built 4 cuban linx... pt. ii,raekwon,8.8,2009.0,,1,0.9964750216629346,2006.0,2009.0,Good,Great
9663,pac's life,2pac,4.1,2006.0,,13466,the miseducation of freddie gibbs,freddie gibbs,7.8,2009.0,,2,0.9906928934540762,2006.0,2009.0,Bad,Great
9658,hell hath no fury,clipse,9.1,2006.0,,16997,"god forgives, i don't",rick ross,6.8,2012.0,,2,0.9901279238655432,2006.0,2012.0,Great,Good
9624,school was my hustle,kidz in the hall,6.0,2006.0,,20762,lucky 7,statik selektah,5.0,2015.0,,2,0.993786571366075,2006.0,2015.0,Bad,Bad
9642,tha blue carpet treatment,snoop dogg,7.5,2006.0,,14542,trill o.g.,bun b,5.0,2010.0,,2,0.9943948086803951,2006.0,2010.0,Good,Bad
9647,kingdom come,jay z,5.0,2006.0,,10879,american gangster,jay z,8.6,2007.0,,1,0.9950868372978039,2006.0,2007.0,Bad,Great
9647,kingdom come,jay z,5.0,2006.0,,22655,bucket list project,saba,7.0,2016.0,,2,0.9949227817983852,2006.0,2016.0,Bad,Good
9620,doctor's advocate,the game,8.1,2006.0,,12123,l.a.x.,the game,6.4,2008.0,,2,0.9922637683039723,2006.0,2008.0,Great,Bad
9537,who needs actions when you got words,plan b,7.5,2006.0,,13475,us,brother ali,7.8,2009.0,,1,0.9928094609144695,2006.0,2009.0,Good,Great
9528,hi-teknology 2: the chip,hi-tek,6.8,2006.0,,10928,free at last,freeway,7.7,2007.0,,1,0.9953929406976968,2006.0,2007.0,Good,Great
9488,for hero: for fool,subtle,8.0,2006.0,,13450,eskimo snow,why?,6.9,2009.0,,2,0.9849971494276302,2006.0,2009.0,Great,Good
9437,food & liquor,lupe fiasco,7.9,2006.0,,17794,noyork!,blu,8.1,2013.0,,1,0.9910530084919709,2006.0,2013.0,Great,Great
9437,food & liquor,lupe fiasco,7.9,2006.0,,15369,the book of david,dj quik,8.4,2011.0,,2,0.9897639209570326,2006.0,2011.0,Great,Great
9364,game theory,the roots,7.7,2006.0,,11458,rising down,the roots,7.8,2008.0,,1,0.9963343864160001,2006.0,2008.0,Great,Great
9364,game theory,the roots,7.7,2006.0,,14292,revolutions per minute,reflection eternal,7.5,2010.0,,2,0.9951151222340222,2006.0,2010.0,Great,Good
9335,the shining ,j dilla,7.4,2006.0,,12358,white van music,jake one,7.6,2008.0,,1,0.9933683395211055,2006.0,2008.0,Good,Good
9331,idlewild,outkast,6.7,2006.0,,14142,leftback,little brother,5.9,2010.0,,1,0.9917203844713075,2006.0,2010.0,Good,Bad
9331,idlewild,outkast,6.7,2006.0,,10855,getback,little brother,6.4,2007.0,,2,0.991612154697074,2006.0,2007.0,Good,Bad
9300,port of miami,rick ross,5.4,2006.0,,11296,trilla,rick ross,2.4,2008.0,,1,0.9932749069790473,2006.0,2008.0,Bad,Bad
9300,port of miami,rick ross,5.4,2006.0,,10541,underground kingz,ugk,8.4,2007.0,,2,0.9924151326045964,2006.0,2007.0,Bad,Great
9295,made in brooklyn,masta killa,7.2,2006.0,,10975,8 diagrams,wu-tang clan,8.0,2007.0,,2,0.9947756335817007,2006.0,2007.0,Good,Great
9243,feedback,jurassic 5,4.1,2006.0,,10635,london town,kano,4.6,2007.0,,1,0.985299572807516,2006.0,2007.0,Bad,Bad
